gender,income,credit_score,loan_amount,employment_years,score,approved
M,20853.0,777,295251.0,9,0.5576,0
M,46637.0,590,238320.0,14,0.5005,0
M,63868.0,410,275839.0,28,0.4751,0
M,33036.0,367,111723.0,24,0.4511,0
M,60314.0,672,12228.0,20,0.7338,1
M,98005.0,495,112503.0,16,0.6075,1
F,80461.0,425,268777.0,26,0.5213,0
F,92871.0,561,411106.0,27,0.5427,0
M,67823.0,454,157054.0,22,0.4697,0
M,83350.0,407,427586.0,38,0.652,1
F,45521.0,722,282982.0,35,0.691,1
M,47113.0,334,60697.0,2,0.2954,0
M,20000.0,343,221403.0,32,0.356,0
M,83723.0,715,286397.0,6,0.6162,1
F,90806.0,584,10000.0,4,0.4548,0
M,48936.0,746,264445.0,25,0.6608,1
F,54921.0,817,317272.0,16,0.5788,0
M,44923.0,326,239887.0,16,0.4295,0
F,67653.0,526,193828.0,2,0.3904,0
F,82499.0,724,182707.0,2,0.5852,0
M,25145.0,667,176868.0,33,0.6644,1
F,68189.0,609,82402.0,7,0.4664,0
M,54467.0,404,131248.0,5,0.3851,0
F,62268.0,317,158341.0,36,0.5479,0
M,69180.0,504,211349.0,21,0.5038,0
M,56236.0,342,144319.0,32,0.4535,0
F,57928.0,388,113087.0,6,0.2401,0
M,55722.0,456,275977.0,39,0.5895,0
M,79406.0,565,237061.0,18,0.4866,0
F,68375.0,433,146077.0,9,0.3779,0
M,64412.0,763,250628.0,22,0.615,1
M,34581.0,431,154684.0,1,0.3967,0
F,52428.0,333,206307.0,20,0.3661,0
F,77973.0,382,297504.0,23,0.2901,0
M,60754.0,431,139626.0,12,0.4063,0
M,73191.0,727,82759.0,4,0.5836,0
F,95330.0,503,185487.0,17,0.5502,0
F,80772.0,635,63653.0,10,0.5881,0
M,61863.0,796,172255.0,36,0.8108,1
F,49780.0,741,171936.0,31,0.6807,1
M,20000.0,557,10000.0,27,0.5633,0
M,56632.0,591,253064.0,21,0.62,1
M,53480.0,424,181731.0,27,0.5152,0
M,67807.0,474,318190.0,0,0.4197,0
M,56922.0,791,221553.0,5,0.6349,1
F,53592.0,379,273561.0,10,0.4116,0
F,24412.0,604,319004.0,32,0.4343,0
F,41201.0,809,186828.0,15,0.498,0
F,69533.0,643,199918.0,12,0.5705,0
M,94318.0,390,42646.0,20,0.476,0
M,58049.0,468,323954.0,38,0.6059,1
M,66556.0,633,185430.0,23,0.6356,1
M,79050.0,535,99427.0,26,0.7214,1
F,43782.0,698,273972.0,36,0.69,1
M,67336.0,776,10000.0,2,0.6677,1
M,45190.0,834,157073.0,11,0.6478,1
F,77296.0,387,290831.0,6,0.3333,0
F,63028.0,552,156228.0,19,0.4719,0
F,65969.0,657,128208.0,14,0.6167,1
F,44348.0,357,158385.0,0,0.3027,0
M,74141.0,698,10000.0,9,0.6206,1
M,101694.0,820,271548.0,13,0.8355,1
F,39842.0,824,187711.0,14,0.6075,1
M,53205.0,716,172768.0,33,0.6774,1
M,64632.0,692,173133.0,24,0.6569,1
M,75728.0,521,201408.0,30,0.6738,1
F,48809.0,628,265344.0,9,0.4191,0
M,20000.0,671,194794.0,36,0.6523,1
F,87184.0,810,63836.0,5,0.7127,1
M,75210.0,452,257552.0,5,0.474,0
M,25141.0,779,249857.0,27,0.6711,1
M,47849.0,319,220553.0,37,0.5907,0
F,91364.0,527,307524.0,13,0.5295,0
M,88956.0,645,203038.0,12,0.5423,0
F,78773.0,318,311138.0,12,0.3566,0
F,56478.0,743,340721.0,9,0.6276,1
F,61660.0,667,258231.0,15,0.5682,0
M,57381.0,446,125207.0,38,0.6661,1
M,82565.0,803,186921.0,34,0.7625,1
M,42483.0,729,323886.0,14,0.6082,1
M,43884.0,739,50237.0,22,0.6783,1
F,80205.0,497,160805.0,36,0.5304,0
F,59113.0,586,165704.0,7,0.4681,0
F,87569.0,668,113479.0,25,0.6705,1
M,46570.0,539,287288.0,21,0.4787,0
F,58904.0,586,237682.0,4,0.379,0
M,41552.0,694,128894.0,33,0.745,1
F,60147.0,817,260551.0,26,0.7066,1
M,30429.0,359,184158.0,18,0.2796,0
M,50247.0,844,110981.0,34,0.7579,1
F,31275.0,602,128708.0,19,0.5,0
F,73878.0,543,243605.0,37,0.5015,0
F,74332.0,506,293901.0,12,0.4231,0
F,25395.0,674,151323.0,17,0.5036,0
M,86678.0,582,254444.0,17,0.5914,0
F,109948.0,777,358175.0,0,0.5692,0
F,60920.0,321,74113.0,31,0.4282,0
F,47178.0,648,235567.0,24,0.5517,0
M,116487.0,788,283066.0,20,0.7786,1
M,33621.0,557,190485.0,26,0.5735,0
F,60402.0,346,323828.0,10,0.2511,0
M,63592.0,326,419884.0,0,0.3728,0
F,86903.0,326,234336.0,18,0.4385,0
M,67195.0,696,176641.0,31,0.7394,1
M,50027.0,444,297698.0,7,0.4123,0
M,40976.0,821,284207.0,18,0.6744,1
M,53164.0,420,10000.0,15,0.4456,0
F,39861.0,761,199726.0,34,0.6811,1
F,60957.0,681,160540.0,1,0.5366,0
F,48716.0,717,239671.0,11,0.5876,0
M,30119.0,626,180634.0,28,0.5893,0
F,85103.0,690,191482.0,9,0.608,1
F,50047.0,596,113679.0,21,0.5551,0
F,34637.0,383,273453.0,33,0.4769,0
M,56635.0,445,365504.0,20,0.4775,0
M,61367.0,470,115233.0,36,0.6627,1
M,25071.0,633,60294.0,4,0.5204,0
F,66633.0,723,202000.0,5,0.4958,0
F,39057.0,608,197134.0,31,0.5312,0
F,94221.0,825,317093.0,2,0.7126,1
M,70479.0,646,77081.0,9,0.4879,0
M,52002.0,601,146204.0,4,0.5002,0
F,45097.0,646,10000.0,23,0.6676,1
M,57901.0,707,337498.0,19,0.7015,1
M,72256.0,432,225054.0,36,0.6438,1
M,59490.0,405,153657.0,30,0.4679,0
M,55657.0,470,67773.0,16,0.5297,0
F,61167.0,549,76952.0,23,0.6064,1
M,47923.0,843,241427.0,17,0.6873,1
M,53136.0,561,89257.0,25,0.5849,0
M,20000.0,793,210401.0,6,0.6271,1
M,79475.0,543,404294.0,13,0.5428,0
F,65976.0,750,165241.0,1,0.4694,0
F,44531.0,589,103856.0,29,0.4219,0
M,97975.0,562,238201.0,16,0.6233,1
M,61740.0,613,77421.0,19,0.573,0
M,39277.0,384,371998.0,9,0.2423,0
M,77135.0,714,340362.0,23,0.6608,1
M,67961.0,628,183583.0,11,0.5569,0
M,67892.0,344,110271.0,26,0.46,0
F,51485.0,632,157423.0,14,0.5755,0
M,69010.0,764,170433.0,8,0.6758,1
F,54765.0,499,238357.0,17,0.4534,0
F,71119.0,500,303963.0,6,0.3671,0
M,21901.0,628,96349.0,27,0.6226,1
F,51323.0,539,301091.0,35,0.6425,1
F,94443.0,658,261769.0,2,0.6253,1
F,44659.0,659,149221.0,15,0.516,0
F,47923.0,677,91329.0,35,0.6747,1
F,51041.0,684,211623.0,3,0.4616,0
F,35704.0,764,94041.0,34,0.6317,1
M,20000.0,521,302368.0,8,0.4626,0
F,55388.0,664,87612.0,11,0.4661,0
F,62717.0,371,254771.0,9,0.3331,0
F,58950.0,539,191938.0,1,0.4679,0
M,57102.0,803,143938.0,18,0.673,1
F,60861.0,713,189717.0,12,0.519,0
M,80457.0,426,307998.0,32,0.681,1
F,56191.0,786,80774.0,0,0.5749,0
M,48518.0,826,158784.0,27,0.6617,1
M,54377.0,547,124826.0,39,0.6651,1
F,71587.0,781,196138.0,5,0.5858,0
F,88241.0,611,131532.0,2,0.5423,0
M,47437.0,743,23192.0,24,0.7033,1
F,61979.0,582,94486.0,15,0.5081,0
M,66767.0,301,363776.0,3,0.3554,0
M,40148.0,373,224673.0,7,0.3805,0
M,60408.0,363,221236.0,38,0.5642,0
M,30687.0,646,171739.0,15,0.5322,0
M,24619.0,623,194837.0,37,0.5664,0
F,67335.0,538,157019.0,22,0.5164,0
M,52323.0,696,252693.0,5,0.5401,0
M,64046.0,636,210081.0,15,0.5922,0
F,59642.0,640,82873.0,15,0.5961,0
M,40472.0,578,225372.0,22,0.6335,1
F,59095.0,652,10000.0,15,0.5831,0
F,35338.0,762,241386.0,35,0.7169,1
F,87819.0,761,59064.0,11,0.6298,1
M,32881.0,592,190394.0,36,0.6083,1
M,56084.0,706,80537.0,8,0.6262,1
M,39155.0,461,200282.0,17,0.5135,0
F,71408.0,802,257828.0,8,0.6668,1
M,53371.0,747,350283.0,20,0.6624,1
F,49627.0,754,45864.0,0,0.5221,0
M,77064.0,564,297547.0,22,0.7043,1
F,60589.0,431,213115.0,4,0.2431,0
M,70333.0,419,154933.0,18,0.541,0
M,40373.0,518,275986.0,34,0.5682,0
M,31904.0,716,176408.0,32,0.662,1
F,62144.0,804,271753.0,17,0.6369,1
F,53623.0,599,100773.0,39,0.5352,0
M,72529.0,408,136700.0,13,0.4533,0
M,58402.0,537,294360.0,19,0.6125,1
F,64102.0,592,348540.0,12,0.4897,0
F,27532.0,486,196497.0,15,0.3944,0
F,97769.0,335,10000.0,30,0.4492,0
M,56715.0,555,180095.0,38,0.6526,1
F,73952.0,734,203243.0,34,0.5847,0
M,43278.0,307,176723.0,19,0.3508,0
F,66160.0,477,233634.0,0,0.3992,0
M,33943.0,541,152309.0,39,0.5478,0
F,69041.0,340,283887.0,12,0.3017,0
F,52881.0,656,83329.0,6,0.4719,0
F,60584.0,412,323685.0,21,0.4631,0
F,73959.0,465,355008.0,6,0.465,0
F,35349.0,803,108694.0,19,0.6204,1
M,46310.0,377,108640.0,36,0.5055,0
F,69146.0,495,241070.0,35,0.5902,0
F,101964.0,701,81278.0,3,0.5691,0
F,57238.0,363,150740.0,5,0.3611,0
M,71823.0,724,310253.0,2,0.6679,1
F,57861.0,341,273761.0,2,0.2895,0
M,98845.0,672,398020.0,2,0.5466,0
F,25056.0,605,217078.0,35,0.5656,0
F,61892.0,508,138916.0,8,0.5324,0
M,27489.0,766,205124.0,15,0.6327,1
F,20000.0,603,184941.0,15,0.4106,0
M,65949.0,691,186344.0,11,0.6122,1
M,62790.0,452,197620.0,37,0.5914,0
F,54303.0,661,106823.0,19,0.5237,0
M,57876.0,563,228222.0,30,0.6811,1
F,121966.0,515,59134.0,29,0.6618,1
F,54836.0,842,128317.0,20,0.7355,1
M,70202.0,823,188112.0,2,0.4948,0
M,47013.0,493,10000.0,20,0.5245,0
M,65905.0,326,276899.0,27,0.4795,0
M,55235.0,345,10000.0,27,0.4216,0
F,51790.0,357,266959.0,4,0.3296,0
F,96378.0,312,70719.0,6,0.3099,0
M,83544.0,348,159508.0,4,0.3197,0
F,62735.0,393,251913.0,8,0.4016,0
F,20000.0,750,419814.0,20,0.5634,0
F,52780.0,678,211645.0,19,0.4911,0
F,114061.0,309,10000.0,37,0.6097,1
M,55387.0,815,295370.0,39,0.8105,1
M,82064.0,523,176808.0,36,0.6205,1
F,88839.0,680,206991.0,16,0.5316,0
M,64379.0,840,255786.0,27,0.7205,1
M,43164.0,601,10000.0,30,0.5366,0
M,20000.0,502,200654.0,32,0.6209,1
F,73683.0,495,159031.0,31,0.6567,1
F,43705.0,621,322183.0,31,0.6472,1
F,63523.0,717,272711.0,22,0.5441,0
M,35004.0,641,37300.0,20,0.6066,1
F,54695.0,688,326263.0,24,0.7234,1
F,60674.0,308,244953.0,32,0.3921,0
M,65372.0,831,45276.0,2,0.6424,1
F,37704.0,448,205575.0,5,0.4349,0
F,83938.0,682,303483.0,27,0.6795,1
M,48062.0,828,78596.0,1,0.6476,1
M,26511.0,311,337758.0,31,0.3935,0
M,57820.0,775,48737.0,25,0.6445,1
F,60688.0,352,120877.0,4,0.3422,0
F,63212.0,735,105713.0,10,0.5524,0
F,87243.0,505,337693.0,9,0.4402,0
M,55271.0,353,150898.0,14,0.3707,0
M,57608.0,789,83718.0,17,0.7269,1
F,37936.0,643,244521.0,13,0.5241,0
F,76411.0,468,266118.0,27,0.6206,1
M,63686.0,460,266754.0,29,0.619,1
M,51599.0,826,172866.0,12,0.681,1
M,21907.0,826,225453.0,19,0.669,1
M,88888.0,586,134977.0,1,0.586,0
F,35446.0,711,367480.0,24,0.5989,0
M,48174.0,821,314421.0,11,0.7224,1
F,67167.0,498,308296.0,24,0.5227,0
F,36069.0,460,279412.0,3,0.3732,0
F,30130.0,688,251973.0,11,0.5802,0
M,20000.0,773,75564.0,6,0.4868,0
M,74420.0,680,263330.0,37,0.8171,1
M,49096.0,423,211427.0,39,0.6412,1
M,118545.0,371,326336.0,31,0.5897,0
F,40113.0,467,280742.0,5,0.366,0
M,41571.0,583,255038.0,26,0.5702,0
M,48692.0,793,31578.0,34,0.7319,1
F,64863.0,335,191100.0,20,0.4584,0
M,50596.0,474,144211.0,19,0.43,0
F,72247.0,498,225237.0,18,0.4993,0
F,40428.0,415,158445.0,32,0.401,0
F,32368.0,614,172405.0,3,0.3994,0
F,24036.0,519,245903.0,18,0.3763,0
F,20000.0,433,156786.0,27,0.4252,0
F,49639.0,421,212159.0,21,0.4546,0
F,53980.0,720,48059.0,23,0.6795,1
F,47371.0,791,116760.0,29,0.6816,1
M,84868.0,588,265604.0,28,0.7621,1
M,84561.0,352,76981.0,9,0.4077,0
M,53304.0,504,324573.0,31,0.6209,1
M,24122.0,647,297440.0,8,0.5767,0
F,48666.0,350,173177.0,24,0.3827,0
M,48004.0,339,499873.0,15,0.4264,0
F,46857.0,549,324310.0,14,0.3391,0
M,46046.0,517,105072.0,17,0.5657,0
M,46931.0,478,274617.0,22,0.4712,0
M,52269.0,482,206586.0,2,0.5004,0
F,47289.0,463,122329.0,6,0.3721,0
M,64166.0,676,93009.0,38,0.783,1
F,67207.0,796,299489.0,10,0.5899,0
F,41787.0,760,140205.0,23,0.7838,1
M,85421.0,773,189812.0,34,0.8128,1
M,40399.0,336,107897.0,24,0.5462,0
M,27644.0,618,125184.0,27,0.5907,0
F,67616.0,711,187307.0,11,0.5585,0
M,43652.0,655,238818.0,22,0.6453,1
F,66426.0,528,10000.0,16,0.5519,0
F,20000.0,563,201692.0,36,0.5878,0
M,87849.0,786,125388.0,17,0.7578,1
M,73446.0,651,340236.0,8,0.5861,0
F,29990.0,741,494275.0,34,0.6945,1
F,30424.0,758,164072.0,35,0.688,1
F,93445.0,324,27777.0,17,0.4093,0
M,45252.0,430,211688.0,19,0.4585,0
F,43316.0,669,179457.0,20,0.6313,1
M,20000.0,735,397135.0,19,0.5422,0
F,52984.0,523,366659.0,5,0.4566,0
F,55446.0,651,286537.0,8,0.5452,0
M,74310.0,784,141331.0,28,0.8749,1
F,32018.0,496,267777.0,28,0.3213,0
M,29594.0,408,226501.0,12,0.3177,0
M,69019.0,519,224132.0,35,0.5897,0
F,80135.0,618,44177.0,26,0.5823,0
M,28577.0,381,306180.0,5,0.3896,0
M,81630.0,836,210781.0,38,0.788,1
F,60751.0,731,189916.0,31,0.6619,1
M,81836.0,307,139984.0,27,0.4541,0
M,58596.0,448,120638.0,0,0.3871,0
M,20000.0,397,231726.0,30,0.5335,0
F,56961.0,400,25084.0,29,0.4945,0
M,81203.0,666,278950.0,17,0.618,1
F,42125.0,761,94589.0,28,0.5818,0
F,52241.0,713,10000.0,37,0.7097,1
M,56477.0,558,382190.0,22,0.5403,0
M,20000.0,655,114191.0,21,0.5569,0
M,93427.0,310,127784.0,1,0.3652,0
F,41972.0,715,313454.0,4,0.5591,0
M,70115.0,549,385443.0,14,0.5307,0
M,58266.0,849,46700.0,31,0.7713,1
M,85152.0,421,104383.0,5,0.4048,0
M,68121.0,364,111732.0,13,0.3934,0
M,55302.0,601,293480.0,23,0.6473,1
F,42130.0,424,363913.0,20,0.413,0
F,75957.0,611,91975.0,13,0.5286,0
M,22531.0,490,341475.0,11,0.3608,0
M,72918.0,749,129097.0,3,0.5633,0
M,38019.0,458,233612.0,20,0.5032,0
M,85046.0,652,72855.0,16,0.6303,1
F,63226.0,562,187807.0,28,0.5546,0
M,72882.0,705,188889.0,15,0.6669,1
F,61640.0,316,168484.0,17,0.3956,0
F,24952.0,559,238497.0,37,0.586,0
M,42785.0,654,99297.0,10,0.5348,0
F,73448.0,788,111628.0,31,0.7228,1
F,63333.0,513,243787.0,27,0.5581,0
F,83620.0,538,334204.0,15,0.4051,0
F,68065.0,479,197719.0,33,0.5571,0
M,40666.0,718,250367.0,29,0.714,1
M,44079.0,442,275808.0,37,0.5265,0
F,62058.0,616,283051.0,21,0.4967,0
M,20000.0,543,104648.0,4,0.4908,0
M,93469.0,531,122299.0,8,0.503,0
M,68835.0,602,130993.0,12,0.5653,0
M,84541.0,630,392863.0,38,0.753,1
M,28388.0,547,250819.0,22,0.4789,0
F,84891.0,582,246332.0,26,0.5209,0
M,104630.0,586,236624.0,31,0.7207,1
M,33582.0,331,67921.0,30,0.3755,0
M,75428.0,799,393819.0,32,0.8269,1
M,60022.0,829,247919.0,25,0.7452,1
F,29111.0,680,272316.0,17,0.636,1
F,69858.0,362,23448.0,11,0.3799,0
F,76672.0,427,277964.0,2,0.3405,0
F,47977.0,827,164379.0,4,0.6179,1
M,83318.0,462,67722.0,13,0.5655,0
F,26665.0,550,104624.0,11,0.3513,0
M,30105.0,594,73511.0,3,0.4812,0
M,62732.0,478,71822.0,15,0.5175,0
M,60508.0,528,206055.0,10,0.5497,0
M,45669.0,693,161324.0,35,0.6499,1
M,76192.0,695,233407.0,37,0.7942,1
F,70618.0,371,367598.0,1,0.3498,0
F,77163.0,617,187050.0,12,0.5266,0
F,57537.0,678,10000.0,7,0.6538,1
F,72052.0,435,175804.0,20,0.4046,0
M,51087.0,677,319339.0,25,0.6377,1
F,101076.0,418,191406.0,37,0.5377,0
M,43749.0,829,352933.0,34,0.7902,1
F,102106.0,822,245294.0,14,0.792,1
M,60698.0,686,16173.0,39,0.8112,1
M,32490.0,568,210958.0,29,0.4465,0
F,87362.0,823,229700.0,1,0.6991,1
M,62518.0,846,308036.0,15,0.6914,1
M,77022.0,785,381964.0,12,0.6523,1
F,84477.0,737,290773.0,0,0.5677,0
M,66759.0,410,244048.0,27,0.512,0
F,48155.0,621,267619.0,0,0.4207,0
F,79514.0,826,183199.0,39,0.7634,1
F,60015.0,476,53712.0,33,0.5511,0
M,73717.0,837,204150.0,12,0.7738,1
M,20000.0,772,236529.0,1,0.5464,0
M,68940.0,687,79634.0,3,0.5676,0
F,47228.0,397,332662.0,24,0.4553,0
M,93066.0,710,300541.0,33,0.8356,1
F,72462.0,674,62824.0,12,0.5716,0
F,64797.0,469,336583.0,35,0.5401,0
M,69726.0,355,169169.0,31,0.5501,0
F,40031.0,624,122151.0,20,0.4928,0
M,92465.0,559,307928.0,25,0.5399,0
M,99827.0,639,194895.0,14,0.6762,1
M,67858.0,703,389919.0,28,0.6844,1
M,91808.0,831,114711.0,25,0.7751,1
M,48617.0,473,26834.0,20,0.4061,0
F,44058.0,837,171956.0,11,0.5761,0
F,60818.0,459,278922.0,11,0.3986,0
F,68699.0,309,107286.0,4,0.3768,0
M,52120.0,555,66990.0,25,0.6673,1
M,70755.0,643,222893.0,31,0.6803,1
M,66128.0,835,53631.0,1,0.6728,1
F,40034.0,672,230669.0,7,0.433,0
M,70376.0,734,165938.0,26,0.7236,1
F,77271.0,345,249447.0,36,0.4783,0
F,63429.0,354,61617.0,7,0.2595,0
M,83053.0,377,329816.0,23,0.5679,0
M,35652.0,790,181697.0,12,0.6381,1
F,69359.0,571,276352.0,28,0.6146,1
M,36594.0,849,295988.0,12,0.6448,1
F,37718.0,410,84256.0,22,0.2922,0
M,47381.0,314,288226.0,14,0.3045,0
M,41159.0,377,57493.0,23,0.4942,0
F,49040.0,800,62986.0,22,0.6419,1
M,55717.0,717,396400.0,9,0.6308,1
F,76743.0,574,311185.0,37,0.6165,1
M,53577.0,793,407366.0,4,0.6215,1
F,28287.0,496,162979.0,4,0.3542,0
F,82801.0,675,210243.0,30,0.6251,1
M,43258.0,362,252735.0,39,0.5359,0
F,58826.0,660,198780.0,0,0.5536,0
M,68931.0,843,125386.0,1,0.6297,1
M,63992.0,409,110392.0,28,0.4435,0
M,81884.0,493,221386.0,6,0.5288,0
F,69580.0,818,93314.0,28,0.657,1
F,42774.0,758,90514.0,8,0.5008,0
M,103571.0,600,239357.0,35,0.7196,1
M,63887.0,795,190484.0,6,0.675,1
F,57053.0,448,293721.0,27,0.5084,0
M,79279.0,760,157509.0,9,0.6449,1
M,64989.0,438,141874.0,15,0.4142,0
F,67985.0,591,242355.0,9,0.6288,1
M,109844.0,634,118798.0,38,0.7869,1
F,54498.0,483,134187.0,25,0.5319,0
M,53645.0,606,138155.0,33,0.6761,1
F,62332.0,561,179030.0,33,0.6637,1
M,81430.0,609,377244.0,39,0.6723,1
M,29869.0,643,62321.0,13,0.5563,0
F,20689.0,723,329551.0,17,0.5253,0
M,48258.0,813,273779.0,0,0.5464,0
F,27322.0,823,356698.0,16,0.6702,1
M,51503.0,560,513669.0,21,0.5145,0
F,70050.0,661,343145.0,36,0.698,1
F,42185.0,468,292567.0,15,0.4979,0
F,31463.0,499,68750.0,6,0.454,0
F,61387.0,684,81378.0,14,0.5183,0
M,77251.0,611,236019.0,20,0.674,1
M,26101.0,611,30192.0,1,0.4831,0
F,76405.0,694,261544.0,24,0.5839,0
F,76346.0,650,10000.0,8,0.4441,0
F,79082.0,327,315223.0,19,0.4063,0
M,84370.0,432,167830.0,9,0.5361,0
M,104040.0,679,212660.0,20,0.851,1
M,52878.0,827,125163.0,3,0.6005,1
M,62191.0,586,10147.0,29,0.6421,1
F,51671.0,583,323470.0,33,0.5335,0
F,60040.0,526,333570.0,29,0.6238,1
F,90657.0,726,164851.0,13,0.6441,1
M,33100.0,326,266193.0,21,0.4184,0
M,42779.0,631,160911.0,0,0.4918,0
M,87544.0,416,228849.0,7,0.4192,0
F,80401.0,388,275914.0,10,0.4444,0
F,52737.0,421,255508.0,0,0.3782,0
M,77088.0,332,334097.0,4,0.445,0
F,66824.0,697,251888.0,9,0.6082,1
M,90005.0,824,202808.0,38,0.8121,1
M,61490.0,323,123858.0,12,0.3825,0
F,80513.0,624,152149.0,20,0.6094,1
M,112840.0,333,281005.0,35,0.5587,0
F,71962.0,546,49817.0,32,0.532,0
M,60987.0,318,310581.0,27,0.4495,0
F,74449.0,329,171886.0,8,0.3529,0
F,52694.0,348,118139.0,10,0.5009,0
F,107759.0,479,90128.0,39,0.7032,1
M,63601.0,669,267437.0,28,0.6431,1
M,54541.0,694,198536.0,6,0.5336,0
F,43286.0,795,358877.0,26,0.6091,1
F,81944.0,730,73692.0,21,0.6951,1
M,77344.0,506,142184.0,30,0.5946,0
M,50053.0,334,190778.0,29,0.4598,0
M,71529.0,712,124814.0,27,0.6872,1
F,29829.0,663,200612.0,19,0.6445,1
M,63699.0,609,231950.0,14,0.6389,1
M,69055.0,578,248448.0,14,0.5138,0
F,94147.0,451,350617.0,11,0.4044,0
M,44584.0,526,69653.0,16,0.5667,0
M,34433.0,542,233776.0,22,0.4828,0
M,42091.0,309,135306.0,5,0.3856,0
F,33269.0,691,243001.0,15,0.5678,0
F,86733.0,347,243133.0,26,0.4182,0
F,90973.0,503,101308.0,22,0.575,0
F,66404.0,456,109885.0,0,0.3882,0
F,84426.0,325,251164.0,6,0.2688,0
F,62679.0,720,202340.0,38,0.7078,1
F,58098.0,563,178038.0,39,0.5956,0
M,53339.0,828,265799.0,39,0.8305,1
M,53792.0,769,273172.0,38,0.7648,1
F,29044.0,553,147037.0,17,0.4727,0
M,65285.0,845,114795.0,35,0.7891,1
M,59193.0,446,73808.0,21,0.5002,0
F,74907.0,625,203345.0,1,0.419,0
M,61870.0,637,57684.0,25,0.6224,1
M,56746.0,417,209943.0,31,0.5143,0
M,42576.0,464,321684.0,22,0.4249,0
M,61443.0,849,164654.0,39,0.8396,1
M,74765.0,497,146380.0,17,0.6205,1
F,37133.0,673,399784.0,18,0.5061,0
F,61749.0,428,350970.0,23,0.5177,0
F,64661.0,713,123540.0,3,0.5456,0
M,45639.0,679,213901.0,1,0.4248,0
F,48243.0,300,232868.0,29,0.5172,0
M,64612.0,466,220366.0,37,0.5603,0
M,37332.0,315,381467.0,30,0.4424,0
M,66998.0,411,208723.0,39,0.6064,1
M,42093.0,667,223723.0,15,0.5788,0
F,81257.0,401,268866.0,32,0.5587,0
F,106757.0,705,318992.0,2,0.6462,1
M,42785.0,806,293690.0,17,0.6281,1
F,70684.0,339,253808.0,9,0.3393,0
M,45465.0,847,44130.0,1,0.5878,0
F,80819.0,680,151186.0,29,0.6323,1
F,34695.0,815,281942.0,29,0.682,1
M,69612.0,796,225040.0,24,0.7924,1
F,42540.0,580,282613.0,23,0.4391,0
M,55860.0,650,388717.0,34,0.6786,1
F,39379.0,633,82304.0,9,0.4341,0
M,76447.0,823,313791.0,29,0.8253,1
M,43260.0,582,166964.0,25,0.609,1
F,71039.0,618,293535.0,34,0.6891,1
F,53118.0,713,195878.0,23,0.5514,0
M,57711.0,313,412700.0,19,0.433,0
F,62955.0,355,213009.0,38,0.4893,0
F,44764.0,702,135949.0,39,0.592,0
M,64207.0,641,241987.0,34,0.6175,1
M,90607.0,498,232394.0,38,0.646,1
F,44438.0,591,313810.0,9,0.4594,0
M,83436.0,740,244805.0,26,0.801,1
M,89962.0,377,447506.0,14,0.4616,0
M,43677.0,411,188860.0,14,0.4456,0
F,30899.0,834,190038.0,36,0.7213,1
F,66039.0,674,139611.0,34,0.6191,1
M,49052.0,415,208567.0,2,0.3538,0
F,97372.0,441,223106.0,28,0.5467,0
M,60696.0,496,228121.0,3,0.3858,0
F,43956.0,839,206719.0,15,0.6633,1
M,37057.0,598,139018.0,4,0.5496,0
M,81798.0,375,111833.0,20,0.5734,0
F,48576.0,829,162483.0,39,0.79,1
M,60877.0,399,314154.0,20,0.493,0
F,79116.0,778,335680.0,1,0.4884,0
F,50315.0,767,192304.0,13,0.5409,0
M,59081.0,591,105842.0,4,0.4374,0
M,59669.0,424,191883.0,6,0.3951,0
F,73666.0,818,409167.0,10,0.68,1
M,71815.0,322,299897.0,34,0.5303,0
M,55598.0,461,255074.0,29,0.5682,0
M,61273.0,805,296268.0,0,0.6391,1
M,52564.0,320,354057.0,15,0.3547,0
M,30448.0,763,84713.0,0,0.5332,0
F,65152.0,782,160796.0,21,0.6733,1
F,97844.0,801,147128.0,12,0.7336,1
M,42326.0,608,258711.0,26,0.5946,0
M,44539.0,502,216011.0,14,0.4704,0
M,42585.0,715,275631.0,16,0.5453,0
F,74492.0,441,149311.0,8,0.3705,0
M,68970.0,406,337195.0,4,0.4237,0
F,56829.0,828,193067.0,22,0.6738,1
F,41640.0,836,269455.0,10,0.5309,0
F,61848.0,590,319541.0,23,0.4805,0
M,28708.0,610,311512.0,7,0.4333,0
F,62869.0,684,236083.0,33,0.6476,1
M,77430.0,352,281935.0,30,0.5719,0
F,34976.0,482,374166.0,21,0.454,0
M,29350.0,668,251360.0,13,0.5039,0
F,91589.0,312,127035.0,4,0.3054,0
M,47765.0,459,258305.0,16,0.4958,0
F,82719.0,583,196272.0,17,0.569,0
M,56920.0,586,10000.0,18,0.5357,0
M,56761.0,307,246200.0,6,0.2304,0
M,68768.0,371,211665.0,25,0.5117,0
M,42320.0,397,315642.0,24,0.4499,0
F,62650.0,386,124991.0,17,0.4927,0
F,52370.0,400,49429.0,14,0.3667,0
M,33590.0,580,216868.0,28,0.5803,0
F,66750.0,588,238018.0,0,0.4354,0
M,54734.0,495,209383.0,3,0.4601,0
M,56860.0,690,202071.0,8,0.601,1
F,35797.0,749,93127.0,35,0.6134,1
M,91828.0,667,186108.0,31,0.6686,1
M,77534.0,729,165159.0,23,0.7653,1
F,79283.0,395,307271.0,36,0.5078,0
M,53891.0,560,237933.0,17,0.5726,0
M,25416.0,811,172200.0,14,0.618,1
M,99058.0,420,372388.0,19,0.4473,0
M,58778.0,665,173109.0,39,0.7942,1
